Street Address,City,State,Country,result_num,osm_id,display_name,category,type,latlong,vertex_index,vertex_part,vertex_part_index,distance,angle
79 SYCAMORE ST,Somerville,MA,United States,"0","29788203","79;81, Sycamore Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,detached,"42.3907726,-71.0995952531818","0","0","0",0.00000000000000,0.00000000000000
13 ALSTON ST,Somerville,MA,United States,"0","29520310","11;13, Alston Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.381962349999995,-71.08994011301013","0","0","0",0.00000000000000,0.00000000000000
56 ALSTON ST,Somerville,MA,United States,"0","29520361","50;52;54;56, Alston Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.381014300000004,-71.08901609904957","0","0","0",0.00000000000000,0.00000000000000
35 SEWALL ST,Somerville,MA,United States,"0","29519523","35, Sewall Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3933342,-71.09183953866368","0","0","0",0.00000000000000,0.00000000000000
60 BONAIR ST,Somerville,MA,United States,"0","29642342","60, Bonair Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3886246,-71.0902911718642","0","0","0",0.00000000000000,0.00000000000000
18 MELVIN ST,Somerville,MA,United States,"0","29827608","18, Melvin Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.389400550000005,-71.08962650346567","0","0","0",0.00000000000000,0.00000000000000
50 MOORE ST,Somerville,MA,United States,"0","29681998","50, Moore Street, Teele Square, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.400944550000006,-71.12814507443179","0","0","0",0.00000000000000,0.00000000000000
176 CURTIS ST,Somerville,MA,United States,"0","29819746","176, Curtis Street, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40918885,-71.12359570000001","0","0","0",0.00000000000000,0.00000000000000
6 MARION ST,Somerville,MA,United States,"0","29788716","6, Marion Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,semidetached_house,"42.3766966,-71.1001019","0","0","0",0.00000000000000,0.00000000000000
109 WEST ADAMS ST,Somerville,MA,United States,"0","29536788","109;111, West Adams Street, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.409397150000004,-71.12729565","0","0","0",0.00000000000000,0.00000000000000
70 DANE ST,Somerville,MA,United States,"0","29516448","70, Dane Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.379326500000005,-71.10402975139544","0","0","0",0.00000000000000,0.00000000000000
53 GORHAM ST,Somerville,MA,United States,"0","29638768","53, Gorham Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.3983635,-71.12665721175645","0","0","0",0.00000000000000,0.00000000000000
12 CAMERON AVE,Somerville,MA,United States,"0","29515812","12, Cameron Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,apartments,"42.400441,-71.1265238","0","0","0",0.00000000000000,0.00000000000000
11 CAMERON AVE,Somerville,MA,United States,"0","29531310","11, Cameron Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,apartments,"42.40077585,-71.12687368109391","0","0","0",0.00000000000000,0.00000000000000
31 MOORE ST,Somerville,MA,United States,"0","9429449","31, Moore Street, Teele Square, Somerville, Middlesex County, Massachusetts, 02144, United States",place,house,"42.40195812244898,-71.1274531632653","0","0","0",0.00000000000000,0.00000000000000
1102 BROADWAY,Somerville,MA,United States,"0","29820641","1102, Broadway, Teele Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.402640250000005,-71.12627975353138","0","0","0",0.00000000000000,0.00000000000000
77 BROMFIELD RD,Somerville,MA,United States,"0","29640318","77, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4038858,-71.11619937368286","0","0","0",0.00000000000000,0.00000000000000
28 MORRISON AVE,Somerville,MA,United States,"0","29789442","28;30, Morrison Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39460895,-71.11219676909562","0","0","0",0.00000000000000,0.00000000000000
80 PEARSON RD,Somerville,MA,United States,"0","29513671","80, Pearson Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40320925,-71.11577340290563","0","0","0",0.00000000000000,0.00000000000000
95 BOSTON AVE,Somerville,MA,United States,"0","29629487","95;97, Boston Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.397683400000005,-71.10976869841018","0","0","0",0.00000000000000,0.00000000000000
42A CRAIGIE ST,Somerville,MA,United States,"0","29639225","42A;42B;42C, Craigie Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.386853450000004,-71.11197530811503","0","0","0",0.00000000000000,0.00000000000000
11 WILLOW AVE,Somerville,MA,United States,"0","29723826","11, Willow Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3916366,-71.11828425","0","0","0",0.00000000000000,0.00000000000000
17 HENRY AVE,Somerville,MA,United States,"0","29587207","17, Henry Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3943623,-71.11553071716725","0","0","0",0.00000000000000,0.00000000000000
19 LESLEY AVE,Somerville,MA,United States,"0","29934842","17;19, Lesley Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3940939,-71.11491080000002","0","0","0",0.00000000000000,0.00000000000000
320 HIGHLAND AVE,Somerville,MA,United States,"0","29590276","320, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39300355,-71.1146920221949","0","0","0",0.00000000000000,0.00000000000000
275 WILLOW AVE,Somerville,MA,United States,"0","29791431","275, Willow Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39970355,-71.11277385","0","0","0",0.00000000000000,0.00000000000000
155 PERKINS ST,Somerville,MA,United States,"0","29822534","155;157, Perkins Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.38575025,-71.08318764389982","0","0","0",0.00000000000000,0.00000000000000
18 HATHORN ST,Somerville,MA,United States,"0","29519952","18, Hathorn Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.3863165,-71.08201275217152","0","0","0",0.00000000000000,0.00000000000000
31 OTIS ST,Somerville,MA,United States,"0","29932331","31, Otis Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38776265,-71.08866228606934","0","0","0",0.00000000000000,0.00000000000000
17 OTIS ST,Somerville,MA,United States,"0","9429036","17, Otis Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.38747273740664,-71.0880516907004","0","0","0",0.00000000000000,0.00000000000000
217 POWDER HOUSE BLVD,Somerville,MA,United States,"0","29537074","217;219, Powder House Boulevard, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.406994,-71.12869085","0","0","0",0.00000000000000,0.00000000000000
8 BROOK ST,Somerville,MA,United States,"0","29642416","8, Brook Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38678815,-71.08540245","0","0","0",0.00000000000000,0.00000000000000
9 CENTURY ST,Somerville,MA,United States,"0","29788220","9;11, Century Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.39732185,-71.09683395895684","0","0","0",0.00000000000000,0.00000000000000
16 FLORENCE ST,Somerville,MA,United States,"0","29537781","16, Florence Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38249885,-71.08330735453868","0","0","0",0.00000000000000,0.00000000000000
16 FLORENCE ST,Somerville,MA,United States,"0","29537781","16, Florence Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38249885,-71.08330735453868","0","0","0",0.00000000000000,0.00000000000000
11 PARTRIDGE AVE,Somerville,MA,United States,"0","29723694","11, Partridge Avenue, Magoun Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.393087449999996,-71.10397894955209","0","0","0",0.00000000000000,0.00000000000000
5 DARTMOUTH ST,Somerville,MA,United States,"0","29786364","5, Dartmouth Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.390060649999995,-71.09742619404284","0","0","0",0.00000000000000,0.00000000000000
216 SCHOOL ST,Somerville,MA,United States,"0","29730823","216, School Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3909166,-71.09627129999998","0","0","0",0.00000000000000,0.00000000000000
25 JAQUES ST,Somerville,MA,United States,"0","29537399","25, Jaques Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.39326345,-71.09023580423369","0","0","0",0.00000000000000,0.00000000000000
29 JAQUES ST,Somerville,MA,United States,"0","29937539","29, Jaques Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3934218,-71.09044456730453","0","0","0",0.00000000000000,0.00000000000000
96 SCHOOL ST,Somerville,MA,United States,"0","9429743","96, School Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.3857737574338,-71.09958847850675","0","0","0",0.00000000000000,0.00000000000000
390 SOMERVILLE AVE,Somerville,MA,United States,"0","524588879","390, Somerville Avenue, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.38132876840171,-71.10024727041719","0","0","0",0.00000000000000,0.00000000000000
415 SOMERVILLE AVE,Somerville,MA,United States,"0","426444481","415, Somerville Avenue, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.381885,-71.1014218","0","0","0",0.00000000000000,0.00000000000000
51 MAIN ST,Somerville,MA,United States,"0","29933319","51, Main Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3964641,-71.09919078761948","0","0","0",0.00000000000000,0.00000000000000
2 QUINCY ST,Somerville,MA,United States,"0","29794124","2, Quincy Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38218895,-71.10148960000001","0","0","0",0.00000000000000,0.00000000000000
329 WASHINGTON ST,Somerville,MA,United States,"0","29685956","329, Washington Street, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.379548799999995,-71.1014708798362","0","0","0",0.00000000000000,0.00000000000000
8 LELAND ST,Somerville,MA,United States,"0","29639250","8, Leland Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,detached,"42.379491349999995,-71.10287221644273","0","0","0",0.00000000000000,0.00000000000000
89 GILMAN ST,Somerville,MA,United States,"0","29745829","89, Gilman Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.386216950000005,-71.09240295331145","0","0","0",0.00000000000000,0.00000000000000
10 DEARBORN RD,Somerville,MA,United States,"0","29533624","10, Dearborn Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40490025,-71.1159923530091","0","0","0",0.00000000000000,0.00000000000000
68 NORTH ST,Somerville,MA,United States,"0","29786298","66;68, North Street, Somerville, Middlesex County, Massachusetts, 02474, United States",building,yes,"42.40802755,-71.13007565347502","0","0","0",0.00000000000000,0.00000000000000
10 ALBION ST,Somerville,MA,United States,"0","29532078","10, Albion Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,house,"42.3897517,-71.10308473122649","0","0","0",0.00000000000000,0.00000000000000
197 POWDER HOUSE BLVD,Somerville,MA,United States,"0","29718525","197, Powder House Boulevard, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40670335,-71.12792968193536","0","0","0",0.00000000000000,0.00000000000000
33 SPRINGFIELD ST,Somerville,MA,United States,"0","29823480","33, Springfield Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.374815850000005,-71.09997506716923","0","0","0",0.00000000000000,0.00000000000000
159 COLLEGE AVE,Somerville,MA,United States,"0","29638057","159, College Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40238015,-71.11667644699679","0","0","0",0.00000000000000,0.00000000000000
23 CONWELL AVE,Somerville,MA,United States,"0","29717163","23, Conwell Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40737815,-71.12584746135136","0","0","0",0.00000000000000,0.00000000000000
7 JOSEPH ST,Somerville,MA,United States,"0","29743991","7, Joseph Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.377490550000005,-71.09726549999999","0","0","0",0.00000000000000,0.00000000000000
